Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Marseille - Saint-Charles,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6116,09-03-2023,12:04:00,12:04:00,0,,"['Aix-en-Provence TGV', 'Avignon TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Marseille - Saint-Charles,Aix-en-Provence ,TER,880136,09-03-2023,12:23:00,12:23:00,0,,"['Picon - Busserine', 'Sainte-Marthe en Provence', 'Saint-Joseph - Le Castellas', 'Saint-Antoine', 'Septèmes', 'Simiane', 'Gardanne', 'Aix-en-Provence']"
Marseille - Saint-Charles,Toulon ,TER,881435,09-03-2023,12:33:00,12:33:00,0,,"['Marseille Blancarde', 'La Pomme', 'Saint-Marcel', 'La Barasse', 'La Penne-sur-Huveaune', 'Aubagne', 'Cassis', 'La Ciotat-Ceyreste', 'Saint-Cyr - Les Lecques - La Cadière', 'Bandol', 'Ollioules - Sanary-sur-Mer', 'La Seyne - Six Fours', 'Toulon']"
Nice,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6074,09-03-2023,12:47:00,12:47:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Paris - Gare de Lyon - Hall 1 & 2,Nice ,TGV INOUI,6175,09-03-2023,13:28:00,13:28:00,0,,"['Toulon', 'Les Arcs - Draguignan', 'Cannes', 'Antibes', 'Nice']"
Marseille - Saint-Charles,Toulon ,TER,881443,09-03-2023,13:31:00,13:31:00,0,,"['Marseille Blancarde', 'La Pomme', 'Saint-Marcel', 'La Barasse', 'La Penne-sur-Huveaune', 'Aubagne', 'Cassis', 'La Ciotat-Ceyreste', 'Saint-Cyr - Les Lecques - La Cadière', 'Bandol', 'Ollioules - Sanary-sur-Mer', 'La Seyne - Six Fours', 'Toulon']"
Marseille - Saint-Charles,Aix-en-Provence ,TER,880144,09-03-2023,13:53:00,13:53:00,0,,"['Picon - Busserine', 'Sainte-Marthe en Provence', 'Saint-Joseph - Le Castellas', 'Saint-Antoine', 'Septèmes', 'Simiane', 'Gardanne', 'Aix-en-Provence']"
Bordeaux Saint-Jean,Saint-Mariens - Saint-Yzan ,TER NA,865118,08-03-2023,14:08:00,14:08:00,0,,"['Cenon', 'Sainte-Eulalie - Carbon-Blanc', 'La Grave d\'Ambarès"", \'links\': [], \'coord\': {\'lat\': \'44.935793\', \'lon\': \'-0.476553\'}, \'label\': ""La Grave d\'Ambarès (Ambarès-et-Lagrave)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87491274:Train\'', 'Cubzac-les-Ponts', 'Saint-André-de-Cubzac', 'Aubie - Saint-Antoine', 'Gauriaguet', 'Cavignac', 'Saint-Mariens - Saint-Yzan']"
Toulouse Matabiau,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8512,08-03-2023,14:46:00,14:46:00,0,,"['Angoulême', 'Paris - Montparnasse - Hall 1 & 2']"
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,12260,08-03-2023,14:46:00,14:46:00,0,,"['Angoulême', 'Paris - Montparnasse - Hall 1 & 2']"
Libourne,Arcachon ,TER NA,866237,08-03-2023,15:04:00,15:04:00,0,,"['Pessac', 'Pessac Alouette', 'Gazinet Cestas', 'Marcheprime', 'Biganos Facture', 'Le Teich', 'Gujan-Mestras', 'La Hume', 'La Teste', 'Arcachon']"
Bordeaux Saint-Jean,Agen ,TER NA,866831,08-03-2023,15:33:00,15:33:00,0,,"['Beautiran', 'Cérons', 'Langon', 'La Réole', 'Marmande', 'Tonneins', 'Aiguillon', 'Port-Sainte-Marie', 'Agen']"
Bordeaux Saint-Jean,Arcachon ,TER NA,866341,08-03-2023,16:04:00,16:04:00,0,,"['Pessac', 'Pessac Alouette', 'Gazinet Cestas', 'Marcheprime', 'Biganos Facture', 'Le Teich', 'Gujan-Mestras', 'La Hume', 'La Teste', 'Arcachon']"
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,OUIGO,8488,08-03-2023,16:19:00,16:19:00,0,,"['Libourne', 'Angoulême', 'Poitiers', 'Châtellerault', 'Paris - Montparnasse - Hall 1 & 2']"
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8418,08-03-2023,17:08:00,17:08:00,0,,"['Massy TGV', 'Paris - Montparnasse - Hall 1 & 2']"
Libourne,Arcachon ,TER NA,866203,09-03-2023,06:35:00,06:35:00,0,,"['Pessac', 'Pessac Alouette', 'Gazinet Cestas', 'Marcheprime', 'Biganos Facture', 'Le Teich', 'Gujan-Mestras', 'La Hume', 'La Teste', 'Arcachon']"
Coutras,Arcachon ,TER NA,866207,09-03-2023,07:35:00,07:35:00,0,,"['Pessac', 'Pessac Alouette', 'Gazinet Cestas', 'Marcheprime', 'Biganos Facture', 'Le Teich', 'Gujan-Mestras', 'La Hume', 'La Teste', 'Arcachon']"
Libourne,Arcachon ,TER NA,866209,09-03-2023,08:04:00,08:04:00,0,,"['Pessac', 'Pessac Alouette', 'Gazinet Cestas', 'Marcheprime', 'Biganos Facture', 'Le Teich', 'Gujan-Mestras', 'La Hume', 'La Teste', 'Arcachon']"
Toulouse Matabiau,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8502,09-03-2023,08:46:00,08:46:00,0,,['Paris - Montparnasse - Hall 1 & 2']
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,OUIGO,7652,09-03-2023,08:50:00,08:50:00,0,,"['Angoulême', 'Poitiers', 'Paris - Montparnasse - Hall 1 & 2']"
Paris - Montparnasse - Hall 1 & 2,Hendaye ,TGV INOUI,8531,09-03-2023,09:21:00,09:21:00,0,,"['Dax', 'Bayonne', 'Biarritz', 'Saint-Jean-de-Luz - Ciboure', 'Hendaye']"
Hendaye,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8530,09-03-2023,09:46:30,09:46:30,0,,['Paris - Montparnasse - Hall 1 & 2']
Tarbes,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8560,09-03-2023,09:46:30,09:46:30,0,,['Paris - Montparnasse - Hall 1 & 2']
Bordeaux Saint-Jean,Saint-Mariens - Saint-Yzan ,TER NA,865110,09-03-2023,10:08:00,10:08:00,0,,"['Cenon', 'Sainte-Eulalie - Carbon-Blanc', 'La Grave d\'Ambarès"", \'links\': [], \'coord\': {\'lat\': \'44.935793\', \'lon\': \'-0.476553\'}, \'label\': ""La Grave d\'Ambarès (Ambarès-et-Lagrave)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87491274:Train\'', 'Cubzac-les-Ponts', 'Saint-André-de-Cubzac', 'Aubie - Saint-Antoine', 'Gauriaguet', 'Cavignac', 'Saint-Mariens - Saint-Yzan']"
Bordeaux Saint-Jean,Hendaye ,TER NA,866453,09-03-2023,10:19:00,10:19:00,0,,"['Pessac', 'Biganos Facture', 'Morcenx', 'Dax', 'Saint-Vincent-de-Tyrosse', 'Bayonne', 'Biarritz', 'Guéthary', 'Saint-Jean-de-Luz - Ciboure', 'Les Deux Jumeaux', 'Hendaye']"
Bordeaux Saint-Jean,Agen ,TER NA,405759,09-03-2023,10:30:00,10:30:00,0,,"['Langon', 'La Réole', 'Marmande', 'Tonneins', 'Aiguillon', 'Port-Sainte-Marie', 'Agen']"
Bordeaux Saint-Jean,Mont-de-Marsan ,TER NA,866021,09-03-2023,10:45:00,10:45:00,0,,"['Pessac', 'Biganos Facture', 'Ychoux', 'Labouheyre', 'Morcenx', 'Ygos', 'Mont-de-Marsan']"
Bordeaux Saint-Jean,Libourne ,TER NA,866222,09-03-2023,11:02:00,11:02:00,0,,"['Cenon', 'Bassens', 'La Gorp', 'Saint-Loubès', 'Saint-Sulpice - Izon', 'Vayres', 'Libourne']"
Bordeaux Saint-Jean,Saint-Mariens - Saint-Yzan ,TER NA,865112,09-03-2023,11:08:00,11:08:00,0,,"['Cenon', 'Sainte-Eulalie - Carbon-Blanc', 'La Grave d\'Ambarès"", \'links\': [], \'coord\': {\'lat\': \'44.935793\', \'lon\': \'-0.476553\'}, \'label\': ""La Grave d\'Ambarès (Ambarès-et-Lagrave)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87491274:Train\'', 'Cubzac-les-Ponts', 'Saint-André-de-Cubzac', 'Aubie - Saint-Antoine', 'Gauriaguet', 'Cavignac', 'Saint-Mariens - Saint-Yzan']"
Bordeaux Saint-Jean,Coutras ,TER NA,866224,09-03-2023,12:02:00,12:02:00,0,,"['Cenon', 'Bassens', 'La Gorp', 'Saint-Loubès', 'Saint-Sulpice - Izon', 'Vayres', 'Libourne', 'Saint-Denis-de-Pile', 'Coutras']"
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,OUIGO,7656,09-03-2023,12:21:00,12:21:00,0,,"['Saint-Pierre-des-Corps', 'Paris - Montparnasse - Hall 1 & 2']"
Bordeaux Saint-Jean,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8508,09-03-2023,12:46:00,12:46:00,0,,['Paris - Montparnasse - Hall 1 & 2']
Bordeaux Saint-Jean,Libourne ,TER NA,866230,09-03-2023,13:02:00,13:02:00,0,,"['Cenon', 'Bassens', 'La Gorp', 'Saint-Loubès', 'Saint-Sulpice - Izon', 'Vayres', 'Libourne']"
Bordeaux Saint-Jean,Pau ,TER NA,867224,09-03-2023,13:18:00,13:18:00,0,,"['Pessac', 'Biganos Facture', 'Morcenx', 'Dax', 'Puyoô', 'Orthez', 'Artix', 'Pau']"
Bordeaux Saint-Jean,Hendaye ,TER NA,866425,09-03-2023,13:18:00,13:18:00,0,,"['Pessac', 'Biganos Facture', 'Morcenx', 'Dax', 'Saint-Vincent-de-Tyrosse', 'Bayonne', 'Biarritz', 'Guéthary', 'Saint-Jean-de-Luz - Ciboure', 'Les Deux Jumeaux', 'Hendaye']"
Paris - Montparnasse - Hall 1 & 2,Toulouse Matabiau ,TGV INOUI,8505,09-03-2023,13:20:00,13:20:00,0,,"['Agen', 'Montauban Ville Bourbon', 'Toulouse Matabiau']"
Bordeaux Saint-Jean,Langon ,TER NA,866739,09-03-2023,13:40:00,13:40:00,0,,"['Bègles', 'Cadaujac', 'Saint-Médard-d\'Eyrans"", \'links\': [], \'coord\': {\'lat\': \'44.716857\', \'lon\': \'-0.505717\'}, \'label\': ""Saint-Médard-d\'Eyrans (Saint-Médard-d\'Eyrans)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87582692:Train\'', 'Beautiran', 'Portets', 'Arbanats', 'Podensac', 'Cérons', 'Barsac', 'Langon']"
Bordeaux Saint-Jean,Nantes ,Intercités,3856,09-03-2023,13:53:00,13:53:00,0,,"['Jonzac', 'Saintes', 'Rochefort', 'La Rochelle', 'Luçon', 'La Roche-sur-Yon', 'Nantes']"
Nantes,Angers-Saint-Laud ,TER,857518,08-03-2023,14:17:00,14:17:00,0,,"['Ancenis', 'Varades - Saint-Florent-le-Vieil', 'Ingrandes sur Loire', 'Champtocé-sur-Loire', 'La Possonnière', 'Angers-Saint-Laud']"
Nantes,Noirmoutier-en-l'Île ,TER,57503,08-03-2023,14:40:00,14:40:00,0,,"['Sainte-Pazanne - Mairie', 'Bourgneuf-en-Retz - Centre-Écoles', 'Bouin', 'Beauvoir-sur-Mer', 'Fromentine - la Barre-de-Monts', 'Barbâtre - Rond-Point de Gois', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'L\'Épine"", \'links\': [], \'coord\': {\'lat\': \'46.98122\', \'lon\': \'-2.264228\'}, \'label\': ""L\'Épine (L\'Épine)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87743906:Coach\'', 'Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'']"
Nantes,Saint-Gilles-Croix-de-Vie ,TER,859121,08-03-2023,15:04:00,15:04:00,0,,"['Rezé Pont Rousseau', 'Bouaye', 'Port-Saint-Père - Saint-Mars', 'Sainte-Pazanne', 'Machecoul', 'Challans', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Saint-Gilles-Croix-de-Vie']"
Nantes,Bordeaux Saint-Jean ,Intercités,3835,08-03-2023,15:55:00,15:55:00,0,,"['La Roche-sur-Yon', 'Luçon', 'La Rochelle', 'Rochefort', 'Saintes', 'Jonzac', 'Bordeaux Saint-Jean']"
Nantes,Rennes ,TER,858374,08-03-2023,16:04:00,16:04:00,0,,['Rennes']
Nantes,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8880,08-03-2023,16:05:00,16:05:00,0,,"['Angers-Saint-Laud', 'Le Mans', 'Paris - Montparnasse - Hall 1 & 2']"
Nantes,Saint-Jean-de-Monts - Esplanade de la Mer ,TER,57649,08-03-2023,16:15:00,16:15:00,0,,"['Challans', 'Le Perrier', 'Saint-Jean-de-Monts - Gare Routière', 'Saint-Jean-de-Monts - Odysséa - Congrès', 'Saint-Jean-de-Monts - Esplanade de la Mer']"
Nantes,Angers-Saint-Laud ,TER,857522,08-03-2023,16:17:00,16:17:00,0,,"['Ancenis', 'Varades - Saint-Florent-le-Vieil', 'Ingrandes sur Loire', 'Champtocé-sur-Loire', 'La Possonnière', 'Angers-Saint-Laud']"
Nantes,Cholet ,TER,37605,08-03-2023,16:20:00,16:20:00,0,,"['Cholet les Halles', 'Cholet']"
Nantes,Savenay ,TER,858423,08-03-2023,16:21:00,16:21:00,0,,"['Chantenay', 'La Basse Indre - Saint-Herblain', 'Couëron', 'Saint-Étienne-de-Montluc', 'Cordemais', 'Savenay']"
Nantes,Ancenis ,TER,859422,08-03-2023,16:22:00,16:22:00,0,,"['Thouaré', 'Mauves-sur-Loire', 'Le Cellier', 'Oudon', 'Ancenis']"
Nantes,Les Sables-d'Olonne ,TER,858895,08-03-2023,16:35:00,16:35:00,0,,"['Clisson', 'Montaigu', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Belleville-sur-Vie', 'La Roche-sur-Yon', 'La Mothe-Achard', 'Olonne-sur-Mer', 'Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'']"
Nantes,Clisson ,TER,859753,08-03-2023,17:13:00,17:13:00,0,,"['Saint-Sébastien - Pas Enchantés', 'Saint-Sébastien - Frêne Rond', 'Vertou', 'La Haie-Fouassière', 'Le Pallet', 'Gorges', 'Clisson']"
Nantes,Noirmoutier-en-l'Île ,TER,57505,08-03-2023,17:15:00,17:15:00,0,,"['Sainte-Pazanne - Mairie', 'Bourgneuf-en-Retz - Centre-Écoles', 'Bouin', 'Beauvoir-sur-Mer', 'Fromentine - la Barre-de-Monts', 'Barbâtre - Rond-Point de Gois', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'']"
Nantes,Cholet les Halles ,TER,57979,08-03-2023,17:15:00,17:15:00,0,,"['Cholet', 'Cholet les Halles']"
Nantes,Savenay ,TER,858425,08-03-2023,17:22:00,17:22:00,0,,"['Chantenay', 'La Basse Indre - Saint-Herblain', 'Couëron', 'Saint-Étienne-de-Montluc', 'Cordemais', 'Savenay']"
Nantes,Cholet ,TER,859663,08-03-2023,17:29:00,17:29:00,0,,"['Clisson', 'Cugand', 'Boussay - La Bruffière', 'Torfou-Tiffauges', 'Cholet']"
Nantes,Saint-Nazaire ,TER,858025,08-03-2023,17:38:00,17:38:00,0,,"['Saint-Étienne-de-Montluc', 'Savenay', 'Donges', 'Montoir-de-Bretagne', 'La Croix de Méan', 'Penhoët', 'Saint-Nazaire']"
Nantes,Rennes ,TER,857724,08-03-2023,17:44:00,17:44:00,0,,"['Ancenis', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'Laval', 'Vitré', 'Rennes']"
Nantes,Le Mans ,TER,857324,08-03-2023,17:44:00,17:44:00,0,,"['Ancenis', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'Le Mans']"
Nantes,Pornic ,TER,859275,08-03-2023,17:48:00,17:48:00,0,,"['Rezé Pont Rousseau', 'Bouaye', 'Port-Saint-Père - Saint-Mars', 'Sainte-Pazanne', 'Saint-Hilaire-de-Chaléons', 'Bourgneuf-en-Retz', 'Les Moutiers-en-Retz', 'La Bernerie-en-Retz', 'Pornic']"
Nantes,Ancenis ,TER,859474,08-03-2023,17:48:00,17:48:00,0,,"['Thouaré', 'Mauves-sur-Loire', 'Le Cellier', 'Oudon', 'Ancenis']"
Nantes,Le Croisic ,TER,858077,08-03-2023,18:04:00,18:04:00,0,,"['Savenay', 'Saint-Nazaire', 'Pornichet', 'La Baule les Pins', 'La Baule-Escoublac', 'Le Pouliguen', 'Batz-sur-Mer', 'Le Croisic']"
Le Croisic,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8926,08-03-2023,18:05:00,18:05:00,0,,"['Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'Le Mans', 'Paris - Montparnasse - Hall 1 & 2']"
Nantes,Les Sables-d'Olonne ,TER,858877,08-03-2023,18:08:00,18:08:00,0,,"['Clisson', 'Montaigu', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Belleville-sur-Vie', 'La Roche-sur-Yon', 'La Mothe-Achard', 'Olonne-sur-Mer', 'Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'']"
Nantes,Clisson ,TER,859751,08-03-2023,18:13:00,18:13:00,0,,"['Saint-Sébastien - Pas Enchantés', 'Saint-Sébastien - Frêne Rond', 'Vertou', 'La Haie-Fouassière', 'Le Pallet', 'Gorges', 'Clisson']"
Nantes,Redon ,TER,858227,08-03-2023,18:14:00,18:14:00,0,,"['Saint-Étienne-de-Montluc', 'Savenay', 'Pontchâteau', 'Drefféac', 'Saint-Gildas-des-Bois', 'Sévérac', 'Redon']"
Nantes,Noirmoutier-en-l'Île ,TER,57507,08-03-2023,18:15:00,18:15:00,0,,"['Sainte-Pazanne - Mairie', 'Bourgneuf-en-Retz - Centre-Écoles', 'Bouin', 'Beauvoir-sur-Mer', 'Fromentine - la Barre-de-Monts', 'Barbâtre - Rond-Point de Gois', 'La Guérinière - Rond-Point d\'Europe"", \'links\': [], \'coord\': {\'lat\': \'46.969739\', \'lon\': \'-2.239189\'}, \'label\': ""La Guérinière - Rond-Point d\'Europe (La Guérinière)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87463026:Coach\'', 'Noirmoutier-en-l\'Île"", \'links\': [], \'coord\': {\'lat\': \'47.000643\', \'lon\': \'-2.249064\'}, \'label\': ""Noirmoutier-en-l\'Île (Noirmoutier-en-l\'Île)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87320762:Coach\'']"
Nantes,Saint-Gilles-Croix-de-Vie ,TER,859127,08-03-2023,18:18:00,18:18:00,0,,"['Rezé Pont Rousseau', 'Bouaye', 'Port-Saint-Père - Saint-Mars', 'Sainte-Pazanne', 'Machecoul', 'Challans', 'Saint-Hilaire-de-Riez - Gare SNCF', 'Saint-Gilles-Croix-de-Vie']"
Nantes,Savenay ,TER,858427,08-03-2023,18:22:00,18:22:00,0,,"['Chantenay', 'La Basse Indre - Saint-Herblain', 'Couëron', 'Saint-Étienne-de-Montluc', 'Cordemais', 'Savenay']"
Nantes,Clisson ,TER,859775,08-03-2023,18:39:00,18:39:00,0,,"['Saint-Sébastien - Pas Enchantés', 'Saint-Sébastien - Frêne Rond', 'Vertou', 'La Haie-Fouassière', 'Le Pallet', 'Gorges', 'Clisson']"
Nantes,Paris Austerlitz ,OUIGO Train Classique,4076,08-03-2023,18:40:00,18:40:00,0,,"['Angers-Saint-Laud', 'Saumur', 'Saint-Pierre-des-Corps', 'Blois - Chambord', 'Les Aubrais', 'Juvisy', 'Paris Austerlitz']"
Nantes,Ancenis ,TER,859476,08-03-2023,18:48:00,18:48:00,0,,"['Thouaré', 'Mauves-sur-Loire', 'Le Cellier', 'Oudon', 'Ancenis']"
Nantes,Rennes ,TER,858392,08-03-2023,19:05:00,19:05:00,0,,['Rennes']
Nantes,Angers-Saint-Laud ,TER,857528,08-03-2023,19:21:00,19:21:00,0,,"['Ancenis', 'Varades - Saint-Florent-le-Vieil', 'Ingrandes sur Loire', 'Champtocé-sur-Loire', 'La Possonnière', 'Angers-Saint-Laud']"
Nantes,La Rochelle ,TER,859805,08-03-2023,19:35:00,19:35:00,0,,"['Clisson', 'Montaigu', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Belleville-sur-Vie', 'La Roche-sur-Yon', 'Luçon', 'La Rochelle']"
Nantes,Saint-Nazaire ,TER,858029,08-03-2023,19:39:00,19:39:00,0,,"['Saint-Étienne-de-Montluc', 'Savenay', 'Donges', 'Montoir-de-Bretagne', 'La Croix de Méan', 'Penhoët', 'Saint-Nazaire']"
Nantes,Nort-sur-Erdre ,TER,859550,09-03-2023,05:35:00,05:35:00,0,,"['Haluchère - Batignolles', 'Babinière', 'Erdre-Active', 'La Chapelle Centre', 'La Chapelle - Aulnay', 'Sucé-sur-Erdre', 'Nort-sur-Erdre']"
Nantes,Rennes ,TER,857700,09-03-2023,05:44:00,05:44:00,0,,"['Ancenis', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'Laval', 'Vitré', 'Rennes']"
Nantes,Les Sables-d'Olonne ,TER,858853,09-03-2023,06:01:00,06:01:00,0,,"['Clisson', 'Montaigu', 'L\'Herbergement - Les Brouzils"", \'links\': [], \'coord\': {\'lat\': \'46.906946\', \'lon\': \'-1.371279\'}, \'label\': ""L\'Herbergement - Les Brouzils (L\'Herbergement)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486126:Train\'', 'Belleville-sur-Vie', 'La Roche-sur-Yon', 'La Mothe-Achard', 'Olonne-sur-Mer', 'Les Sables-d\'Olonne"", \'links\': [], \'coord\': {\'lat\': \'46.500032\', \'lon\': \'-1.781116\'}, \'label\': ""Les Sables-d\'Olonne (Les Sables-d\'Olonne)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87486449:Train\'']"
Nantes,Rennes ,TER,858304,09-03-2023,06:05:00,06:05:00,0,,['Rennes']
Nantes,Le Mans ,TER,857502,09-03-2023,06:09:00,06:09:00,0,,"['Ancenis', 'Varades - Saint-Florent-le-Vieil', 'Ingrandes sur Loire', 'Champtocé-sur-Loire', 'La Possonnière', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'La Suze', 'Le Mans']"
Nantes,Nort-sur-Erdre ,TER,859552,09-03-2023,06:10:00,06:10:00,0,,"['Haluchère - Batignolles', 'Babinière', 'Erdre-Active', 'La Chapelle Centre', 'La Chapelle - Aulnay', 'Sucé-sur-Erdre', 'Nort-sur-Erdre']"
Nantes,Clisson ,TER,859769,09-03-2023,06:13:00,06:13:00,0,,"['Saint-Sébastien - Pas Enchantés', 'Saint-Sébastien - Frêne Rond', 'Vertou', 'La Haie-Fouassière', 'Le Pallet', 'Gorges', 'Clisson']"
Nantes,Redon ,TER,858203,09-03-2023,06:14:00,06:14:00,0,,"['Savenay', 'Pontchâteau', 'Drefféac', 'Saint-Gildas-des-Bois', 'Sévérac', 'Redon']"
Nantes,Savenay ,TER,858403,09-03-2023,06:21:00,06:21:00,0,,"['Chantenay', 'La Basse Indre - Saint-Herblain', 'Couëron', 'Saint-Étienne-de-Montluc', 'Cordemais', 'Savenay']"
Nantes,Cholet ,TER,859665,09-03-2023,06:29:00,06:29:00,0,,"['Clisson', 'Cugand', 'Boussay - La Bruffière', 'Torfou-Tiffauges', 'Cholet']"
Nantes,Châteaubriant - Tram Train ,TER,859600,09-03-2023,06:35:00,06:35:00,0,,"['Haluchère - Batignolles', 'Babinière', 'Erdre-Active', 'La Chapelle Centre', 'La Chapelle - Aulnay', 'Sucé-sur-Erdre', 'Nort-sur-Erdre', 'Abbaretz', 'Issé', 'Châteaubriant - Tram Train']"
Nantes,Saint-Nazaire ,TER,858003,09-03-2023,06:38:00,06:38:00,0,,"['Saint-Étienne-de-Montluc', 'Savenay', 'Donges', 'Montoir-de-Bretagne', 'La Croix de Méan', 'Penhoët', 'Saint-Nazaire']"
Nantes,Clisson ,TER,859799,09-03-2023,06:39:00,06:39:00,0,,"['Saint-Sébastien - Pas Enchantés', 'Saint-Sébastien - Frêne Rond', 'Vertou', 'La Haie-Fouassière', 'Le Pallet', 'Gorges', 'Clisson']"
Nantes,Quimper ,TER,858253,09-03-2023,06:43:00,06:43:00,0,,"['Savenay', 'Pontchâteau', 'Redon', 'Questembert', 'Vannes', 'Auray', 'Hennebont', 'Lorient', 'Quimperlé', 'Rosporden', 'Quimper']"
Nantes,Le Mans ,TER,857302,09-03-2023,06:44:00,06:44:00,0,,"['Ancenis', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'La Suze', 'Le Mans']"
Nantes,Rennes ,TER,857702,09-03-2023,06:44:00,06:44:00,0,,"['Ancenis', 'Angers-Saint-Laud', 'Sablé-sur-Sarthe', 'Laval', 'Vitré', 'Rennes']"
Nantes,Savenay ,TER,858453,09-03-2023,06:47:00,06:47:00,0,,"['Chantenay', 'La Basse Indre - Saint-Herblain', 'Couëron', 'Saint-Étienne-de-Montluc', 'Cordemais', 'Savenay']"
Nantes,Ancenis ,TER,859452,09-03-2023,06:48:00,06:48:00,0,,"['Thouaré', 'Mauves-sur-Loire', 'Le Cellier', 'Oudon', 'Ancenis']"
Nantes,Paris - Montparnasse - Hall 1 & 2 ,TGV INOUI,8140,09-03-2023,07:05:00,07:05:00,0,,"['Angers-Saint-Laud', 'Paris - Montparnasse - Hall 1 & 2']"
Nantes,Rennes ,TER,858308,09-03-2023,07:05:00,07:05:00,0,,['Rennes']
Nantes,Pornic ,TER,859255,09-03-2023,07:07:00,07:07:00,0,,"['Rezé Pont Rousseau', 'Bouaye', 'Port-Saint-Père - Saint-Mars', 'Sainte-Pazanne', 'Saint-Hilaire-de-Chaléons', 'Bourgneuf-en-Retz', 'Les Moutiers-en-Retz', 'La Bernerie-en-Retz', 'Pornic']"
